date,460512,567974,242896,369723,364543,500096,424099,225769,344972,424161,218220,3482019ha,3481950ha,3482022ha,3482042ha,253781,399260,600090,474807,586838,552231,620132,64895,305586ha,378729,481790,599580,564794,8452,129146
Aug-20-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-21-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-22-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-23-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-24-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-25-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-26-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-27-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-28-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-29-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-30-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Aug-31-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-01-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-02-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-03-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-04-2015,815,785,825,850,825,800,*,775,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-05-2015,815,785,825,850,825,575,*,625,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-06-2015,815,785,825,850,825,575,*,625,*,1075,1062,1062,1062,1062,1062,669,699,639,669,699,*,669,*,*,*,*,*,*,*,*
Sep-07-2015,815,785,700,850,700,575,*,625,*,1075,1062,1062,1062,1062,1062,579,599,639,579,599,*,579,*,*,*,*,*,*,*,*
Sep-08-2015,815,650,700,850,700,575,*,625,*,1075,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-09-2015,815,650,700,850,700,575,*,625,*,1075,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-10-2015,815,650,700,850,700,575,*,625,*,1075,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-11-2015,815,650,700,850,700,575,*,625,*,1075,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-12-2015,690,650,700,850,700,575,*,625,*,1075,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-13-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-14-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-15-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-16-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-17-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-18-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-19-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-20-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-21-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-22-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-23-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-24-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-25-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-26-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-27-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-28-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-29-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Sep-30-2015,690,650,700,850,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-01-2015,690,650,700,*,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-02-2015,690,650,700,*,700,575,*,625,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-03-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-04-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-05-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-06-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-07-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-08-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-09-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-10-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-11-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-12-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-13-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-14-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-15-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-16-2015,690,650,700,*,700,575,*,675,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-17-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-18-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-19-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-20-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-21-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-22-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-23-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-24-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-25-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-26-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-27-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-28-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-29-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-30-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Oct-31-2015,690,650,700,*,700,575,*,575,*,665,958,958,958,958,958,579,599,579,579,599,*,579,*,*,*,*,*,*,*,*
Nov-01-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-02-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-03-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-04-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-05-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-06-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-07-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-08-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-09-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-10-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-11-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-12-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-13-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-14-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-15-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-16-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-17-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-18-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-19-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-20-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-21-2015,500,525,525,*,525,*,*,575,*,665,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-22-2015,500,525,525,*,525,*,*,575,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-23-2015,500,525,525,*,525,*,*,575,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-24-2015,500,525,525,*,525,*,*,575,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-25-2015,500,525,525,*,525,*,*,575,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-26-2015,500,525,525,*,525,*,*,575,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-27-2015,500,525,525,*,525,*,*,575,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-28-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-29-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Nov-30-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-01-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-02-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-03-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-04-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-05-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-06-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-07-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-08-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-09-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-10-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-11-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-12-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-13-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-14-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-15-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-16-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-17-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-18-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-19-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-20-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-21-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-22-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-23-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-24-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-25-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-26-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-27-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-28-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-29-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-30-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Dec-31-2015,500,525,525,*,525,*,*,500,*,*,736,736,736,736,736,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
